OA,OB,OC,OD,OE
216.48094604375694,297.3213749463701,311.23785116852355,288.4805019407724,243.83601046605074
218.29567105190154,296.52150006365474,309.4834405909305,286.9233347080715,243.28789530101986
217.36835096213983,297.3213749463701,311.0401903291599,288.08679247754486,243.93851684389654
216.48094604375694,295.526648544594,308.8834731739463,286.38610301479366,243.1810025474852
215.56437553547664,296.3258341758275,311.0401903291599,287.0435507026765,242.33035303073365
214.21717951648975,297.22886804615734,310.2579571904643,285.72714256787015,240.91907354960503
212.5323504786977,296.97137909232936,308.70698080866265,283.38313287844073,237.8570999570961
209.3083849252103,295.67718883945037,307.3906309567681,283.6353292521931,238.47222060441337
206.69300907384363,291.6864755178066,305.4390282855156,279.58898404622454,234.82759633399138
206.70026608594387,293.38370779578065,304.4634625041238,280.4460732476032,236.19060099843094
199.90497742677644,293.08360581922693,301.7167545894659,277.2814454665151,229.14187744713973
195.34584715319647,296.04222671774374,302.2383165649253,276.8483339303309,224.34125790857107
166.7213243709394,296.2853354454115,299.7749155616594,268.36542251191753,211.482859825566
168.34488409215172,292.2498930709813,297.9546945426435,262.6175927084855,192.52012881774206
173.61163555476344,288.6468430452687,294.56747953567447,258.9922778771599,172.8843544106869
167.31407591712062,281.46047679914136,279.8731855680354,235.28705871764387,144.05901568454507
204.46271053666484,285.41198292993937,282.44822534404426,235.58650216003463,164.13713778423212
203.18464508914053,283.9242856819402,280.8629559055448,230.4886114323222,146.12323566086263
198.56485086741813,286.53097563788805,285.14206985290684,238.75719884434898,166.0873264279969
202.74368054269902,283.83269720030495,291.0068727710739,257.12642804659345,192.83671849520775
208.4034548657963,284.9719284420836,298.04194335697116,268.70057685088807,210.6608648990125
209.0287061625747,284.01584462842914,301.20092961343926,271.9577173017894,219.1346617949794
214.34784813475503,287.9392296996017,304.5931712957466,277.2183255125822,225.85393509965684
217.0829334609241,291.20439557122074,308.78471464760037,283.1713262320181,230.32585612562042
219.24415613648634,292.04280508172087,306.71974178392884,285.2805636562014,236.1630792482178
222.92823957498072,293.2047066470796,309.1811766586058,285.68689154387187,239.92707225321615
221.0701246211256,292.61749776799064,308.71507899679926,285.0350855596553,241.5884931034589
224.0892679268688,296.0709374457412,309.8548047069788,286.90416518412553,242.16110340019515
222.5758297749331,294.5318318959769,310.7796647144082,289.1262699928874,245.63794495150785
225.61028345356956,297.61888380947875,311.77716401301745,289.0069203323685,244.90202122481554
225.72992712531496,296.66479400158016,311.8493225902535,288.8909828983937,245.7173172570464
224.96444163467257,298.573274088623,313.7722103692422,292.1044333795706,248.86341635523692
226.77080940897133,299.5279619668254,314.8412298286233,292.1044333795706,249.27494860093742
226.29626598775332,300.1283058959951,315.83856635946154,293.09725348423177,248.86341635523692
228.4841351166422,301.38513566531446,314.9936507296615,293.8588096348313,249.08833774386147
226.92069099136816,302.03476621077914,316.9100818844361,294.96609974707263,249.08833774386147
229.10696191953662,302.98844862469593,317.83328963467625,295.8462438497403,250.0079998720041
227.547797176769,303.6445290137795,317.7624899197512,296.0760037557924,251.19912420229494
227.547797176769,302.03476621077914,316.697016089511,296.31908477180474,251.09759058979438
226.77080940897133,302.6896099967754,317.56889016400834,297.56679922330045,251.92459189209774
225.99557517792246,302.6896099967754,316.51224304914336,297.56679922330045,251.01593574910737
225.85836269662454,301.8111992620552,317.40352865083275,296.98484809834997,251.85908758669004
225.22211259110415,301.8111992620552,317.40352865083275,295.9949323890529,251.85908758669004
226.62965384079817,301.73498305632376,316.45694809878955,295.00508470194205,251.85908758669004
223.68057582186256,300.8537850850476,316.4048040090416,296.1384811198977,250.4795400826183
225.22211259110415,301.14448359549937,315.45839662307293,294.8643756034289,249.6237168219398
222.1463481581455,301.24076749337894,315.35694062442957,296.2853354454115,250.9123352886422
222.91253890259293,301.24076749337894,316.30997455028194,295.296461204668,250.89041432466087
222.91253890259293,301.24076749337894,316.30997455028194,294.15982050579237,249.11242441917665
222.91253890259293,301.24076749337894,315.3109576275458,294.0153057240388,249.55159787106152
222.27235545609355,300.2815345638156,315.3109576275458,294.15982050579237,249.11242441917665
223.68057582186256,301.5244600359977,315.3109576275458,295.14911485552517,250.01199971201382
223.68057582186256,299.60807732769825,314.3119469571591,294.15982050579237,250.4795400826183
221.2690669750293,299.1738624947039,315.15869018638847,294.771097633401,248.65437860612872
223.98660674245681,301.09965127844305,316.15818825391824,294.4588256446052,248.65437860612872
224.5551157288562,300.3065100859454,315.12854520020875,293.7839342101606,246.86230980042296
222.82953125651906,299.7749155616594,315.0063491423625,292.6567955814455,243.82370680473218
223.45021816950637,300.5628054167714,315.02539580167183,291.43095237122634,238.0693176366917
