OA,OB,OC,OD,OE
139.51702405083043,112.8716084761797,109.62207806824317,108.16653826391968,107.2240644631605
150.0966355385756,129.71121771072848,117.15374513859982,106.5269918846862,96.74709297958259
156.11854470241516,129.29423807734048,117.44360348695028,107.05606008068857,94.66784036831093
135.95955280891445,129.71121771072848,117.00427342623003,106.21675950620975,94.03190947758107
142.66744548074027,129.71121771072848,116.21101496846157,106.30145812734649,95.13148795220224
140.45995870709916,128.80993750483694,115.20850663036997,105.47511554864494,92.91393867445294
138.2244551445221,129.71121771072848,116.60617479361889,106.21675950620975,94.87360012142472
137.80058055030102,128.4445405612866,115.10864433221339,105.3612832116238,93.74433316206373
136.97079980784227,126.7162183779172,114.54693361238441,104.66135867644753,95.44108130150245
141.15594213493105,126.7162183779172,113.718951806636,104.65180361560904,94.30270409696638
142.67795905464865,123.8587905640936,109.07795377618706,99.08582138732059,91.02197536858887
142.46754016266303,126.64912159190051,111.30588483993108,102.6498904042279,93.81364506296512
142.80406156688963,126.08727136392476,110.45361017187261,102.59142264341595,91.83681179135085
143.17122615944868,124.78781991845197,111.30588483993108,102.59142264341595,92.41753080449618
147.4720312466062,124.42266674525185,109.9317970379817,100.44899203078147,91.2633551870629
145.60219778561037,124.78781991845197,108.55873986004075,100.4987562112089,91.02197536858887
148.06079832285116,124.78781991845197,109.9317970379817,100.44899203078147,90.44335243676011
146.18481453283715,125.15989773086265,110.13627921806692,101.11874208078342,92.65527507918802
148.7615541731129,125.80143083447024,109.0,99.70456358662827,89.58794561770016
145.16542288024377,123.90722335683259,109.288608738514,101.11874208078342,90.13878188659973
140.11780757633915,124.32618388738553,109.62207806824317,99.72462083156798,85.98255637046388
130.97327971765844,123.06502346320826,105.80170130957252,94.847245611035,82.92767933567175
127.76932339180638,124.03628501370073,107.80074211247342,94.847245611035,82.37718130647589
127.38916751435343,120.7393887677091,104.80935072788114,91.35097153287424,79.32212806020776
139.08630414242805,122.31925441237777,105.11898020814318,85.14693182963201,69.1158447825099
136.2130683891968,123.00406497347964,104.35037134576953,82.21921916437786,63.812224534175265
138.2208377922808,125.25174649480941,105.55093557141026,82.97590011563598,65.5133574166368
